SkripsiAbstrak,SkripsiAuthor,SkripsiTitle,SkripsiURI,SkripsibyDate,SkripsibyKeyword 
"v, 128 hal.; 20 cm.","Muhamad Ali Romli,Bakri La Katjong",Simulasi pengeriman Informasi gerakan jarak jauh berbasis SMS,"/dspace/browse?type=author&value=Muhamad+Ali+Romli,/dspace/browse?type=author&value=Bakri+La+Katjong,http://repository.uinjkt.ac.id/dspace/handle/123456789/658,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2010","Image Processing, Webcam, SMS, Deteksi gerakan."
ii: 138 hal.; 24 cm,"Nendy Subhansyah,Herlino Nanang",Perancangan sistem akademik sekolah berbasis teknologi mobile WEB : studi kasus sma muhammadiyah 3 tangerang,"/dspace/browse?type=author&value=Nendy+Subhansyah,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/2329,/dspace/handle/123456789/160","UIN syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2011","sistem akademik sekolah,incremental"
"xxi, 109 hal; 30cm","Fila Anggraeny,Zainuddin Bey Fananie, M.Sc",Perancangan Aplikasi E-Reservation trading pada PT. Rahmat Suci Cholis,"/dspace/browse?type=author&value=Fila+Anggraeny,/dspace/browse?type=author&value=Zainuddin+Bey+Fananie%2C+M.Sc,http://repository.uinjkt.ac.id/dspace/handle/123456789/2775,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Mysql;Paypal;RAD;UML;PHP
iii: 115 hal.; 24 cm,"Wahyu Rifa'I Dwi Septian,Husni Teja Sukmana",Analisis Perbandingan framework php berdasarkan moose ck dan properti kualitas disain menggunakan metode analytic hierarchy process (AHP),"/dspace/browse?type=author&value=Wahyu+Rifa%27I+Dwi+Septian,/dspace/browse?type=author&value=Husni+Teja+Sukmana,http://repository.uinjkt.ac.id/dspace/handle/123456789/2259,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta ; Fakultas Sains Dan Teknologi, 2010","properti kualitas desain, analytic hierarchy process (ahp)"
i: 91 hal.; 24 cm,"Mirwan Nurjaya,Ria Hari Gusmita",Aplikasi pencarian makna kata dalam bahasa Indonesia dengan Teknologi java 2 micro edition (J2ME),"/dspace/browse?type=author&value=Mirwan+Nurjaya,/dspace/browse?type=author&value=Ria+Hari+Gusmita,http://repository.uinjkt.ac.id/dspace/handle/123456789/2209,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2010","aplikasi pencarian,perangkat bergerak (mobile device)"
"i, 124 hal.; 28 cm.","Wahyu Hari Santosa,Arini",perancangan aplikasi virtual synthesizer bertipe frequency modulation untuk pembuatan digital audio sample,"/dspace/browse?type=author&value=Wahyu+Hari+Santosa,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/1836,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Audio Recording, Audio Sample, Virtual Synthesizer, Frequency Modulation, Rapid Application Development."
"xx, 89  hal.; 28 cm","Kiki Rizky Muslimun Sinaga,Imam M. Shifi",Pengembangan aplikasi sitem periodik unsur kimia pada ponsel menggunakan J2Me,"/dspace/browse?type=author&value=Kiki+Rizky+Muslimun+Sinaga,/dspace/browse?type=author&value=Imam+M.+Shifi,http://repository.uinjkt.ac.id/dspace/handle/123456789/2328,/dspace/handle/123456789/160","UIN syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2010","sistem periodik unsur,telepon seluler"
"i, 93 hal.; 28 cm.","Setiajid,Herlino Nanang",Aplikasi pemberian jenis plastik dengan Menggunakan borland Delphi 7 :studi kasus pada Cv.indolatie,"/dspace/browse?type=author&value=Setiajid,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/2159,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2010","aplikasi,pembelian jenis plastik"
,"Ahmad Fauzi,Wahyudi",Uji kkeamanan sistem komunikasi VoIP dengan pemanfaatan fasilitas entripsi pada openvpn,"/dspace/browse?type=author&value=Ahmad+Fauzi,/dspace/browse?type=author&value=Wahyudi,http://repository.uinjkt.ac.id/dspace/handle/123456789/2753,/dspace/handle/123456789/160",0111-10-9375;1421 TI s,"UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011"
"xvii, 106 hal.; 28 cm.","Latifah,Herlino Nanang",Perancangan dan implementasi sistem diskless pada laboratorium Sekolah Menengah Pertma Negeri 252 Jakarta,"/dspace/browse?type=author&value=Latifah,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/1787,/dspace/handle/123456789/160","UIN Syrif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Diskless, Thinstation, Citrix metaframe, rpl v."
"ii, 162 hal.; 28 cm.","Muhammad Iman Santoso,Bayu Waspodo",Rancang bangun sistem informasi transaksi keuangan saham (studi kasus: BPRS harta insan Karimah),"/dspace/browse?type=author&value=Muhammad+Iman+Santoso,/dspace/browse?type=author&value=Bayu+Waspodo,http://repository.uinjkt.ac.id/dspace/handle/123456789/1785,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Sistem informasi keuangan, saham, sdlc."
,"Muhamad Sahroni,Yasni Djamain",Visualisasi tiga dimensi pada pembelajaran bimasakti untuk kelas VII SMP (suatu studi kasus di MTs Miftahussalam Tangerang),"/dspace/browse?type=author&value=Muhamad+Sahroni,/dspace/browse?type=author&value=Yasni+Djamain,http://repository.uinjkt.ac.id/dspace/handle/123456789/2860,/dspace/handle/123456789/160",Uin Syarif Hidayatullah.Fakultas Sains Dan Teknologi,x (79 hal+ 28 gambar+4 tabel) daftar pustaka 14;multimedia;bimasaki;3d
ii: 114 hal.; 24 cm.,"Septian Fajar Nugraha,Arini",Rancang bangun aplikasi chat conference pada mobile phone dengan menggunakan enkripsi,"/dspace/browse?type=author&value=Septian+Fajar+Nugraha,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/1097,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2010","Chat, Wifi, Telepon Seluler, J2ME."
"xvii, 85 hal.; 28 cm.","Budi Asyanto,Herlino Nanang",perancangan dan pembuatan load balancing pada clustering WEB server menggunakan LVS :studi kasus WEB server Lemigas0kasus,"/dspace/browse?type=author&value=Budi+Asyanto,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/1389,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011","Load Balancing, Clustering, Web Server, LVS, PPDIOO Network Life Cycle."
,"Neni Ferawati,Arifin Viva",Pengembangan aplikasi kuesioner tracer study alumni berbasis online menggunakan framework seam (studi kasus : FST UIN Syahid Jakarta),"/dspace/browse?type=author&value=Neni+Ferawati,/dspace/browse?type=author&value=Arifin+Viva,http://repository.uinjkt.ac.id/dspace/handle/123456789/1875,/dspace/handle/123456789/160",Uin Syarif Hidayatullah.Fakultas Sains Dan Teknologi,framework seam;rapid application development.;tracer study;alumni;online
"i, 148 hal.; 22 cm.","Heni Ratriningrum,Bayu Waspodo",pengembangan sistem informasi pembiayaan mudharabah (studi kasus: KSU BMT-UMJ),"/dspace/browse?type=author&value=Heni+Ratriningrum,/dspace/browse?type=author&value=Bayu+Waspodo,http://repository.uinjkt.ac.id/dspace/handle/123456789/2806,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",UML;PHP;MYSQL;OOAD;KSU BMT-UMJKSU;Pengembangan sistem informasi pembiayaan mudharabah
i: 89 hal.; 24 cm,"Ali Yahya,Viktor Amrizal",Aplikasi ujian madrasah berbasis lokal area network (LAN) : studi kasus mata pelajaran tik pada madrasah tsanawiyah al-muawanah curug tangerang,"/dspace/browse?type=author&value=Ali+Yahya,/dspace/browse?type=author&value=Viktor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/2220,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2010",Aplikasi ujian madrasah berbasis lokal
iii. 140  hal.; 28 cm.,"Zulfa Laily Jufri,Victor Amrizal",Aplikasi pelaporan perkembangan kecerdasan siswa berbasis web (studi kasus: sekolah batutis al-ilmi Bekasi),"/dspace/browse?type=author&value=Zulfa+Laily+Jufri,/dspace/browse?type=author&value=Victor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/1780,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Perkembangan siswa, 7 kecerdasan, Web, Rapid application development."
"ii, 228 hal.; 28 cm.","Hendra Kurniawan,Herlino Nanang",Pengembangan sistem manajemen reservasi ruangan online dengan zk ajax framework,"/dspace/browse?type=author&value=Hendra+Kurniawan,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/1792,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Zk, Ajax, Framework, Reservasi, Ruangan, Online."
"ii, 93 hal.; 28 cm.","Hasnul Arief Al-Kauman,Amrizal Victor",Implementasi sistem keamanan jaringan dengan firewall dan url filtering berbaisis squid sebagai sistem keamanan jaringan menggunakan router os vyatta pada cv. metropolitan xpress,"/dspace/browse?type=author&value=Hasnul+Arief+Al-Kauman,/dspace/browse?type=author&value=Amrizal+Victor,http://repository.uinjkt.ac.id/dspace/handle/123456789/1857,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2011","url filtering, open source,router os"
"i, 93 hal.; 22 cm.","Arsad,Victor Amrizal",Perancangan sistem informasi pariwisata berbasis web di dinas kebudayaan dan periwisata Kabupaten Muna,"/dspace/browse?type=author&value=Arsad,/dspace/browse?type=author&value=Victor+Amrizal,http://repository.uinjkt.ac.id/dspace/handle/123456789/1760,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011","Perancangan, Sistem Informasi, Pariwisata, Web, Kabupaten Muna."
"iv, 111 hal.; 28 cm.","Nur Mardhiyah,Viva Arifin",Membangun jaringan wireless lan pada kantor kelurahan Bintaro,"/dspace/browse?type=author&value=Nur+Mardhiyah,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/1784,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Repeater, Wireless, dan Network Development Life Cylce,"
"xvi, 75 hal.; 28  cm.","Lia Rainingsih,Viva Arifin",Penerapan motion detection untuk peringatan dini terhadap sistem keamanan rumah tinggal berbasis Multimedia Messaging Service (MMS),"/dspace/browse?type=author&value=Lia+Rainingsih,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/1927,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta :Fakultas Sains Dan Teknologi, 2010","motion detection,multimedia messaging service mms"
"i, 89 hal.; 22 cm.","Muhammad Irfan Indra Bangsawan,Arini",Konfigurasi management user pada acces point menggunakan metode (Authentication Authorization dan Accounting),"/dspace/browse?type=author&value=Muhammad+Irfan+Indra+Bangsawan,/dspace/browse?type=author&value=Arini,http://repository.uinjkt.ac.id/dspace/handle/123456789/3011,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Wireless lan;Windows server 2003;AAA;Radius;IAS (Internet Authentication Service)
"i, 117 hal.; 22 cm.","Irham Hayat Daud,Viva Arifin",Pengembangan aplikasi informasi shalat berbasis multimedia menggunakan,"/dspace/browse?type=author&value=Irham+Hayat+Daud,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/1563,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011","Informasi Shalat, Mobile Application, Flash Lite, Multimedia."
,"Iqbal Chusna Ramdhan,Herlino Nanang",Pengembangan aplikasi e-learning berbasis moddle (studi) kasus: AMA 2 Mei Ciputat),"/dspace/browse?type=author&value=Iqbal+Chusna+Ramdhan,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/3034,/dspace/handle/123456789/160",0111-12-10786;1618 TI s,"UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011"
"xx, 160 hal.; ilus.;28 cm","Muhammad Iqbal,Yusuf Durachman",Pengembangan web potal Universitas menggunakan Jquery pada STMIK Islam Internasional Jakarta,"/dspace/browse?type=author&value=Muhammad+Iqbal,/dspace/browse?type=author&value=Yusuf+Durachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/2903,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Jquery;Framework for the applications of sytems thinking;Pengelolaan web;Sistem pendaftaran online;Web portal
"ii, 145 hal.; 28 cm.","Ahmad Syaugy Kurniawan,Qurrotul Aini",Visualisasi tiga dimensi proses fotosintesis tumbuhan menggunakan particle system (efek partikel) (studi kasus SDN Kebayoran lama Selatan 13 Pagi),"/dspace/browse?type=author&value=Ahmad+Syaugy+Kurniawan,/dspace/browse?type=author&value=Qurrotul+Aini,http://repository.uinjkt.ac.id/dspace/handle/123456789/3071,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Fotosintesis;3d;Visualisasi;Particle system
"ii, 104 hal.; 28 cm.","Budiman,Khodijah Hulliyah",Pengembangan aplikasi rapor berbasis web studi kasus: Madrasah Aliyah Negeri 4 Jakarta,"/dspace/browse?type=author&value=Budiman,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/3075,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Aplikasi rapor;Waterfall;Berbasis web
,"Imamul Huda,Qurratul Aini",Pengembangan aplikasi p3k berbasis smartphone android,"/dspace/browse?type=author&value=Imamul+Huda,/dspace/browse?type=author&value=Qurratul+Aini,http://repository.uinjkt.ac.id/dspace/handle/123456789/3074,/dspace/handle/123456789/160",0112-01-11025;1674 TI s,"UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011"
"ii, 98 hal.; 22cm.","Fatimah Indraswati,Khodijah Hulliyah",Optimasi availabilility mail server dengan lightweight directory access protocol (LDAP) studi kasus: Pusat data Informasi dan standardisasi Badan Pengkajian dan Penerapan Teknologi,"/dspace/browse?type=author&value=Fatimah+Indraswati,/dspace/browse?type=author&value=Khodijah+Hulliyah,http://repository.uinjkt.ac.id/dspace/handle/123456789/3021,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Replikasi;Oenldap;Nagios;Syncrepl refreshandpersist;Ldap;Zimbra mail server;Availability
"xviii, 94 hal.; 28 cm.","Ahmad Ghozali,Amir Dahlan, M.Kom",Penerapan fungsi multi-protocol label swetching (MPLS) kedalam sistem operasi turunan fedora 7,"/dspace/browse?type=author&value=Ahmad+Ghozali,/dspace/browse?type=author&value=Amir+Dahlan%2C+M.Kom,http://repository.uinjkt.ac.id/dspace/handle/123456789/2871,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011",Fedora 7;Remastering;MPLS;Open-source;Sistem operasi
"xv, 92 hal.; 28 cm","Shadiq Taqwa,Yusuf Durachman,Viva Pari Fariarifin",Aplikasi pembuatan E-KTP (Kartu Tanda Penduduk) menggunakan barcode berbasis Web; studi kasus: Kabupaten Tanjung Jabung Timur Provinsi Jambi,"/dspace/browse?type=author&value=Shadiq+Taqwa,/dspace/browse?type=author&value=Yusuf+Durachman,/dspace/browse?type=author&value=Viva+Pari+Fariarifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/2389,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2011","pembuatan e-ktp,barcode berbasis Web"
"i, 123 hal.; 28 cm.","Indah Fauziah,Herlino Nanang",Prototype aplikasi info rekening listrik PLN berbasis mobile (study kasus: Pt. PLN persero distribusi Jakarta Raya dan Tangerang),"/dspace/browse?type=author&value=Indah+Fauziah,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/1813,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains Dan Teknologi, 2011","Aplikasi, informasi, Mobile Device, Metode Prototype, Pelanggan."
"xvi, 91 hal.; 28 cm.","Zulkifikri Ali Ma'sum,Viva Arifin",Perancangan distro Linux Rouser sebagai router,"/dspace/browse?type=author&value=Zulkifikri+Ali+Ma%27sum,/dspace/browse?type=author&value=Viva+Arifin,http://repository.uinjkt.ac.id/dspace/handle/123456789/1686,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011","Distro Linux, Router, OSSDP"
"xxiii, 128hal.; ilus.; 28 cm","Hermanto,Herlino Nanang",Prototipe sistem pengendali pelestarian ruangan berbasis mikrokontroler AT98S51; studi kasus: pokja information and comunication tecnology pada balai besar meterologi dan geofisika wilayah II Ciputuat,"/dspace/browse?type=author&value=Hermanto,/dspace/browse?type=author&value=Herlino+Nanang,http://repository.uinjkt.ac.id/dspace/handle/123456789/2377,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2011","mikrokontroler,computer model (model komputer)"
ii: 153 hal.; 24 cm,"Ferry Siswoyo,Yusuf Durachman",Rancangan dan implementasi mentasi sistem E-learning pada international islamic university college,"/dspace/browse?type=author&value=Ferry+Siswoyo,/dspace/browse?type=author&value=Yusuf+Durachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/2344,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2011","implementasi,system"
"xix, 115 hal.; 28 cm.","Fika Tiara Puri,Durrahman",Analisis algoritma eigenface (pengenalan wajah) pada aplikasi kehadiran pengajaran dosen,"/dspace/browse?type=author&value=Fika+Tiara+Puri,/dspace/browse?type=author&value=Durrahman,http://repository.uinjkt.ac.id/dspace/handle/123456789/1674,/dspace/handle/123456789/160","UIN Syrif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2011","Eigen, Eigenface, Face recognition, Pengenalan wajah."
,"Muhammad Wyzer,Yusuf Durachman",Aplikasi penjualan produk alat musik berbasis Web : studi kasus: PT. Duta Karya Musikindo Jakarta,"/dspace/browse?type=author&value=Muhammad+Wyzer,/dspace/browse?type=author&value=Yusuf+Durachman,http://repository.uinjkt.ac.id/dspace/handle/123456789/2611,/dspace/handle/123456789/160",0111-05-8844;1365 TI s,"UIN Syarif Hidayatullah Jakarta: Fakultas Sains dan Teknologi, 2010"
"ii, 140hal.; 20 cm.","Deni Zakya,Amrizal Viktor",Pengembangan aplikasi DiffServ dengan disiplin antrian hierarchy token bucket dan random early detection sebagai bandwidth limiting,"/dspace/browse?type=author&value=Deni+Zakya,/dspace/browse?type=author&value=Amrizal+Viktor,http://repository.uinjkt.ac.id/dspace/handle/123456789/2039,/dspace/handle/123456789/160","UIN Syarif Hidayatullah Jakarta : Fakultas Sains Dan Teknologi, 2010","random early detection,bandwidth limiting"
